image_id,label,variety,age,image_path
100330.jpg,bacterial_leaf_blight,ADT45,45,./inputs/train_images\bacterial_leaf_blight\100330.jpg
100365.jpg,bacterial_leaf_blight,ADT45,45,./inputs/train_images\bacterial_leaf_blight\100365.jpg
100382.jpg,bacterial_leaf_blight,ADT45,45,./inputs/train_images\bacterial_leaf_blight\100382.jpg
100632.jpg,bacterial_leaf_blight,ADT45,45,./inputs/train_images\bacterial_leaf_blight\100632.jpg
101918.jpg,bacterial_leaf_blight,ADT45,45,./inputs/train_images\bacterial_leaf_blight\101918.jpg
102353.jpg,bacterial_leaf_blight,ADT45,45,./inputs/train_images\bacterial_leaf_blight\102353.jpg
102848.jpg,bacterial_leaf_blight,ADT45,45,./inputs/train_images\bacterial_leaf_blight\102848.jpg
103051.jpg,bacterial_leaf_blight,ADT45,45,./inputs/train_images\bacterial_leaf_blight\103051.jpg
103702.jpg,bacterial_leaf_blight,ADT45,45,./inputs/train_images\bacterial_leaf_blight\103702.jpg
103920.jpg,bacterial_leaf_blight,ADT45,45,./inputs/train_images\bacterial_leaf_blight\103920.jpg
104800.jpg,bacterial_leaf_blight,ADT45,45,./inputs/train_images\bacterial_leaf_blight\104800.jpg
106539.jpg,bacterial_leaf_blight,ADT45,45,./inputs/train_images\bacterial_leaf_blight\106539.jpg
108320.jpg,bacterial_leaf_blight,ADT45,45,./inputs/train_images\bacterial_leaf_blight\108320.jpg
108541.jpg,bacterial_leaf_blight,ADT45,45,./inputs/train_images\bacterial_leaf_blight\108541.jpg
100049.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\100049.jpg
100541.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\100541.jpg
100622.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\100622.jpg
100795.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\100795.jpg
100967.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\100967.jpg
101173.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\101173.jpg
101229.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\101229.jpg
101425.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\101425.jpg
101780.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\101780.jpg
101930.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\101930.jpg
101973.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\101973.jpg
102190.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\102190.jpg
102667.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\102667.jpg
102726.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\102726.jpg
102981.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\102981.jpg
103435.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\103435.jpg
103734.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\103734.jpg
104108.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\104108.jpg
104255.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\104255.jpg
104702.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\104702.jpg
104975.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\104975.jpg
105122.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\105122.jpg
105273.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\105273.jpg
105291.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\105291.jpg
105443.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\105443.jpg
105662.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\105662.jpg
105794.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\105794.jpg
106089.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\106089.jpg
106339.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\106339.jpg
107246.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\107246.jpg
108353.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\108353.jpg
108520.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\108520.jpg
108673.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\108673.jpg
108748.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\108748.jpg
108817.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\108817.jpg
108868.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\108868.jpg
108883.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\108883.jpg
109306.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\109306.jpg
109332.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\109332.jpg
109422.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\109422.jpg
109441.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\109441.jpg
109514.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\109514.jpg
109775.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\109775.jpg
109818.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\109818.jpg
109950.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\109950.jpg
110090.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\110090.jpg
110382.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images\bacterial_leaf_blight\110382.jpg
100289.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\100289.jpg
100447.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\100447.jpg
100523.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\100523.jpg
100548.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\100548.jpg
101169.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\101169.jpg
101176.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\101176.jpg
101187.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\101187.jpg
101198.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\101198.jpg
101406.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\101406.jpg
101420.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\101420.jpg
101469.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\101469.jpg
101485.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\101485.jpg
101516.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\101516.jpg
101658.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\101658.jpg
101702.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\101702.jpg
101767.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\101767.jpg
101798.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\101798.jpg
101805.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\101805.jpg
101888.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\101888.jpg
102062.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\102062.jpg
102117.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\102117.jpg
102128.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\102128.jpg
102130.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\102130.jpg
102166.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\102166.jpg
102167.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\102167.jpg
102259.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\102259.jpg
102475.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\102475.jpg
102488.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\102488.jpg
102544.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\102544.jpg
102617.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\102617.jpg
102738.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\102738.jpg
102773.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\102773.jpg
103313.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\103313.jpg
103392.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\103392.jpg
103552.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\103552.jpg
103606.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\103606.jpg
103615.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\103615.jpg
104092.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\104092.jpg
104110.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\104110.jpg
104271.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\104271.jpg
104273.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\104273.jpg
104316.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\104316.jpg
104361.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\104361.jpg
104432.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\104432.jpg
104438.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\104438.jpg
104439.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\104439.jpg
104458.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images\bacterial_leaf_blight\104458.jpg
